SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2019,9,22,일,ARP6,ARP3,H,H1851,D,10:10,,
2019,9,22,일,ARP3,ARP1,I,I1323,A,16:10,,
2019,9,22,일,ARP1,ARP3,I,I1323,D,14:55,,
2019,9,22,일,ARP3,ARP6,I,I1551,A,8:35,,
2019,9,22,일,ARP6,ARP3,I,I1551,D,7:25,,
2019,9,22,일,ARP2,ARP3,J,J1005,A,10:00,,
2019,9,22,일,ARP3,ARP2,J,J1005,D,9:00,,
2019,9,22,일,ARP3,ARP1,J,J1204,A,7:50,,
2019,9,22,일,ARP1,ARP3,J,J1204,D,6:40,,
2019,9,22,일,ARP3,ARP1,J,J1238,A,15:00,,
2019,9,22,일,ARP1,ARP3,J,J1238,D,13:50,,
2019,9,22,일,ARP3,ARP1,J,J1258,A,19:30,,
2019,9,22,일,ARP1,ARP3,J,J1258,D,18:20,,
2019,9,22,일,ARP3,ARP1,A,A1901,A,7:15,,
2019,9,22,일,ARP1,ARP3,A,A1901,D,6:05,,
2019,9,22,일,ARP1,ARP3,A,A1948,A,15:30,,
2019,9,22,일,ARP3,ARP1,A,A1948,D,14:20,,
2019,9,22,일,ARP3,ARP1,A,A1971,A,17:10,,
2019,9,22,일,ARP1,ARP3,A,A1971,D,15:55,,
2019,9,22,일,ARP2,ARP3,B,B1100,A,9:30,,
2019,9,22,일,ARP3,ARP2,B,B1100,D,8:30,,
2019,9,22,일,ARP2,ARP3,B,B1116,A,19:35,,
2019,9,22,일,ARP3,ARP2,B,B1116,D,18:35,,
2019,9,22,일,ARP1,ARP3,F,F1204,A,9:40,,
2019,9,22,일,ARP3,ARP1,F,F1204,D,8:30,,
2019,9,22,일,ARP3,ARP1,F,F1231,A,20:35,,
2019,9,22,일,ARP1,ARP3,F,F1231,D,19:25,,
2019,9,22,일,ARP6,ARP3,F,F1706,A,22:25,,
2019,9,22,일,ARP3,ARP6,F,F1706,D,21:15,,
2019,9,22,일,ARP3,ARP1,H,H1115,A,13:35,,
2019,9,22,일,ARP1,ARP3,H,H1115,D,12:15,,
2019,9,22,일,ARP3,ARP1,H,H1151,A,7:30,,
2019,9,22,일,ARP1,ARP3,H,H1151,D,6:15,,
2019,9,22,일,ARP3,ARP2,H,H1515,A,18:00,,
2019,9,22,일,ARP3,ARP1,I,I1325,A,16:50,,
2019,9,22,일,ARP1,ARP3,I,I1325,D,15:35,,
2019,9,22,일,ARP6,ARP3,I,I1552,A,10:20,,
2019,9,22,일,ARP3,ARP6,I,I1552,D,9:10,,
2019,9,22,일,ARP3,ARP2,I,I1567,A,19:55,,
2019,9,22,일,ARP2,ARP3,I,I1567,D,19:00,,
2019,9,22,일,ARP2,ARP3,I,I1568,A,20:05,,
2019,9,22,일,ARP3,ARP2,I,I1568,D,19:05,,
2019,9,22,일,ARP3,ARP2,J,J1006,A,8:35,,
2019,9,22,일,ARP2,ARP3,J,J1006,D,7:35,,
2019,9,22,일,ARP1,ARP3,J,J1205,A,8:10,,
2019,9,22,일,ARP3,ARP1,J,J1205,D,7:00,,
2019,9,22,일,ARP3,ARP1,J,J1220,A,12:15,,
2019,9,22,일,ARP1,ARP3,J,J1220,D,11:05,,
2019,9,22,일,ARP1,ARP3,J,J1259,A,20:10,,
2019,9,22,일,ARP3,ARP1,J,J1259,D,19:00,,
2019,9,22,일,ARP1,ARP3,A,A1922,A,13:20,,
2019,9,22,일,ARP3,ARP1,A,A1922,D,12:10,,
2019,9,22,일,ARP1,ARP3,A,A1972,A,18:50,,
2019,9,22,일,ARP3,ARP1,A,A1972,D,17:40,,
2019,9,22,일,ARP1,ARP3,A,A1996,A,22:05,,
2019,9,22,일,ARP3,ARP1,A,A1996,D,20:55,,
2019,9,22,일,ARP3,ARP2,B,B1117,A,18:00,,
2019,9,22,일,ARP2,ARP3,B,B1117,D,17:00,,
2019,9,22,일,ARP3,ARP2,B,B1183,A,12:45,,
2019,9,22,일,ARP2,ARP3,B,B1183,D,11:45,,
2019,9,22,일,ARP3,ARP1,F,F1205,A,7:55,,
2019,9,22,일,ARP1,ARP3,F,F1205,D,6:50,,
2019,9,22,일,ARP1,ARP3,F,F1218,A,15:55,,
2019,9,22,일,ARP3,ARP1,F,F1218,D,14:45,,
2019,9,22,일,ARP1,ARP3,F,F1232,A,22:25,,
2019,9,22,일,ARP3,ARP1,F,F1232,D,21:15,,
2019,9,22,일,ARP3,ARP2,F,F1901,A,8:00,,
2019,9,22,일,ARP2,ARP3,F,F1901,D,7:00,,
2019,9,22,일,ARP1,ARP3,H,H1116,A,14:35,,
2019,9,22,일,ARP3,ARP1,H,H1116,D,13:25,,
2019,9,22,일,ARP3,ARP1,H,H1129,A,20:15,,
2019,9,22,일,ARP1,ARP3,H,H1129,D,19:05,,
2019,9,22,일,ARP1,ARP3,H,H1154,A,13:30,,
2019,9,22,일,ARP3,ARP1,H,H1154,D,12:20,,
2019,9,22,일,ARP2,ARP3,H,H1515,D,17:05,,
2019,9,22,일,ARP6,ARP3,H,H1852,A,9:05,,
2019,9,22,일,ARP3,ARP6,H,H1852,D,7:55,,
2019,9,22,일,ARP1,ARP3,I,I1326,A,16:40,,
2019,9,22,일,ARP3,ARP1,I,I1326,D,15:30,,
2019,9,22,일,ARP3,ARP6,I,I1553,A,12:05,,
2019,9,22,일,ARP6,ARP3,I,I1553,D,10:55,,
2019,9,22,일,ARP3,ARP1,J,J1206,A,8:30,,
2019,9,22,일,ARP1,ARP3,J,J1206,D,7:20,,
2019,9,22,일,ARP1,ARP3,J,J1221,A,12:50,,
2019,9,22,일,ARP3,ARP1,J,J1221,D,11:40,,
2019,9,22,일,ARP1,ARP3,J,J1239,A,16:50,,
2019,9,22,일,ARP3,ARP1,J,J1239,D,15:40,,
2019,9,22,일,ARP3,ARP1,J,J1260,A,20:00,,
2019,9,22,일,ARP1,ARP3,J,J1260,D,18:50,,
2019,9,22,일,ARP1,ARP3,A,A1902,A,7:50,,
2019,9,22,일,ARP3,ARP1,A,A1902,D,6:40,,
2019,9,22,일,ARP1,ARP3,A,A1924,A,13:45,,
2019,9,22,일,ARP3,ARP1,A,A1924,D,12:35,,
2019,9,22,일,ARP1,ARP3,A,A1950,A,17:00,,
2019,9,22,일,ARP3,ARP1,A,A1950,D,15:50,,
2019,9,22,일,ARP3,ARP1,A,A1973,A,19:00,,
2019,9,22,일,ARP1,ARP3,A,A1998,A,22:20,,
2019,9,22,일,ARP3,ARP1,A,A1998,D,21:10,,
2019,9,22,일,ARP3,ARP2,B,B1101,A,7:55,,
2019,9,22,일,ARP2,ARP3,B,B1101,D,6:50,,
2019,9,22,일,ARP2,ARP3,B,B1118,A,21:05,,
2019,9,22,일,ARP3,ARP2,B,B1118,D,19:55,,
2019,9,22,일,ARP4,ARP3,B,B1200,A,10:40,,
2019,9,22,일,ARP3,ARP4,B,B1200,D,9:25,,
2019,9,22,일,ARP1,ARP3,F,F1206,A,10:00,,
2019,9,22,일,ARP3,ARP1,F,F1206,D,8:50,,
2019,9,22,일,ARP3,ARP1,F,F1219,A,15:45,,
2019,9,22,일,ARP1,ARP3,F,F1219,D,14:35,,
2019,9,22,일,ARP3,ARP1,H,H1117,A,13:50,,
2019,9,22,일,ARP1,ARP3,H,H1117,D,12:40,,
2019,9,22,일,ARP1,ARP3,H,H1130,A,22:15,,
2019,9,22,일,ARP3,ARP1,H,H1130,D,21:05,,
2019,9,22,일,ARP3,ARP1,H,H1155,A,16:40,,
2019,9,22,일,ARP1,ARP3,H,H1155,D,15:25,,
2019,9,22,일,ARP2,ARP3,H,H1516,A,21:05,,
2019,9,22,일,ARP3,ARP2,H,H1516,D,20:05,,
2019,9,22,일,ARP3,ARP6,H,H1853,A,20:35,,
2019,9,22,일,ARP6,ARP3,H,H1853,D,19:25,,
2019,9,22,일,ARP6,ARP3,I,I1554,A,15:25,,
2019,9,22,일,ARP3,ARP6,I,I1554,D,14:15,,
2019,9,22,일,ARP6,ARP3,I,I1582,A,10:40,,
2019,9,22,일,ARP3,ARP6,I,I1582,D,9:30,,
2019,9,22,일,ARP2,ARP3,J,J1007,A,13:00,,
2019,9,22,일,ARP3,ARP2,J,J1007,D,12:00,,
2019,9,22,일,ARP3,ARP1,J,J1240,A,15:45,,
2019,9,22,일,ARP1,ARP3,J,J1240,D,14:35,,
2019,9,22,일,ARP1,ARP3,J,J1241,A,17:10,,
2019,9,22,일,ARP3,ARP1,J,J1241,D,16:00,,
2019,9,22,일,ARP1,ARP3,J,J1261,A,21:00,,
2019,9,22,일,ARP3,ARP1,J,J1261,D,19:50,,
2019,9,22,일,ARP3,ARP1,A,A1903,A,7:35,,
2019,9,22,일,ARP1,ARP3,A,A1903,D,6:25,,
2019,9,22,일,ARP3,ARP1,A,A1925,A,9:40,,
2019,9,22,일,ARP1,ARP3,A,A1925,D,8:30,,
2019,9,22,일,ARP3,ARP1,A,A1951,A,15:10,,
2019,9,22,일,ARP1,ARP3,A,A1951,D,14:00,,
2019,9,22,일,ARP1,ARP3,A,A1973,D,17:50,,
2019,9,22,일,ARP1,ARP3,B,B1010,A,17:30,,
2019,9,22,일,ARP3,ARP1,B,B1010,D,16:20,,
2019,9,22,일,ARP2,ARP3,B,B1102,A,10:15,,
2019,9,22,일,ARP3,ARP2,B,B1102,D,9:15,,
2019,9,22,일,ARP3,ARP2,B,B1131,A,20:45,,
2019,9,22,일,ARP2,ARP3,B,B1131,D,19:45,,
2019,9,22,일,ARP2,ARP3,B,B1132,A,17:50,,
2019,9,22,일,ARP3,ARP2,B,B1132,D,16:45,,
2019,9,22,일,ARP3,ARP4,B,B1201,A,8:30,,
2019,9,22,일,ARP4,ARP3,B,B1201,D,7:30,,
2019,9,22,일,ARP3,ARP1,F,F1207,A,9:20,,
2019,9,22,일,ARP1,ARP3,F,F1207,D,8:10,,
2019,9,22,일,ARP1,ARP3,F,F1220,A,16:10,,
2019,9,22,일,ARP3,ARP1,F,F1220,D,14:55,,
2019,9,22,일,ARP3,ARP1,F,F1233,A,20:55,,
2019,9,22,일,ARP1,ARP3,F,F1233,D,19:45,,
2019,9,22,일,ARP2,ARP3,F,F1904,A,11:05,,
2019,9,22,일,ARP3,ARP2,F,F1904,D,10:05,,
2019,9,22,일,ARP1,ARP3,H,H1118,A,15:10,,
2019,9,22,일,ARP3,ARP1,H,H1118,D,14:00,,
2019,9,22,일,ARP3,ARP1,H,H1133,A,20:45,,
2019,9,22,일,ARP1,ARP3,H,H1133,D,19:35,,
2019,9,22,일,ARP1,ARP3,H,H1158,A,22:20,,
2019,9,22,일,ARP3,ARP1,H,H1158,D,21:10,,
2019,9,22,일,ARP6,ARP3,H,H1854,A,18:45,,
2019,9,22,일,ARP3,ARP6,H,H1854,D,17:20,,
2019,9,22,일,ARP1,ARP3,I,I1328,A,18:00,,
2019,9,22,일,ARP3,ARP1,I,I1328,D,16:45,,
2019,9,22,일,ARP3,ARP6,I,I1557,A,17:10,,
2019,9,22,일,ARP3,ARP6,I,I1583,A,12:35,,
2019,9,22,일,ARP6,ARP3,I,I1583,D,11:25,,
2019,9,22,일,ARP3,ARP2,J,J1008,A,11:10,,
2019,9,22,일,ARP2,ARP3,J,J1008,D,10:10,,
2019,9,22,일,ARP3,ARP1,J,J1208,A,9:10,,
2019,9,22,일,ARP1,ARP3,J,J1208,D,8:00,,
2019,9,22,일,ARP1,ARP3,J,J1209,A,9:20,,
2019,9,22,일,ARP3,ARP1,J,J1209,D,8:10,,
2019,9,22,일,ARP1,ARP3,J,J1223,A,13:10,,
2019,9,22,일,ARP3,ARP1,J,J1223,D,12:00,,
2019,9,22,일,ARP3,ARP1,J,J1242,A,15:55,,
2019,9,22,일,ARP1,ARP3,J,J1242,D,14:45,,
2019,9,22,일,ARP3,ARP1,J,J1262,A,20:20,,
2019,9,22,일,ARP1,ARP3,J,J1262,D,19:10,,
2019,9,22,일,ARP1,ARP3,A,A1904,A,9:05,,
2019,9,22,일,ARP3,ARP1,A,A1904,D,7:55,,
2019,9,22,일,ARP3,ARP1,A,A1927,A,11:00,,
2019,9,22,일,ARP1,ARP3,A,A1927,D,9:50,,
2019,9,22,일,ARP3,ARP1,A,A1953,A,15:10,,
2019,9,22,일,ARP1,ARP3,A,A1953,D,14:05,,
2019,9,22,일,ARP1,ARP3,A,A1980,A,20:10,,
2019,9,22,일,ARP3,ARP1,A,A1980,D,19:00,,
2019,9,22,일,ARP2,ARP3,B,B1106,A,10:30,,
2019,9,22,일,ARP3,ARP2,B,B1106,D,9:35,,
2019,9,22,일,ARP3,ARP2,B,B1133,A,8:55,,
2019,9,22,일,ARP2,ARP3,B,B1133,D,7:55,,
2019,9,22,일,ARP3,ARP1,F,F1221,A,16:50,,
2019,9,22,일,ARP1,ARP3,F,F1221,D,15:40,,
2019,9,22,일,ARP1,ARP3,F,F1252,A,10:15,,
2019,9,22,일,ARP3,ARP1,F,F1252,D,9:05,,
2019,9,22,일,ARP3,ARP1,H,H1101,A,7:35,,
2019,9,22,일,ARP1,ARP3,H,H1101,D,6:25,,
2019,9,22,일,ARP1,ARP3,H,H1134,A,22:30,,
2019,9,22,일,ARP3,ARP1,H,H1134,D,21:20,,
2019,9,22,일,ARP3,ARP8,H,H1601,A,11:05,,
2019,9,22,일,ARP8,ARP3,H,H1601,D,10:15,,
2019,9,22,일,ARP3,ARP1,I,I1311,A,11:35,,
2019,9,22,일,ARP1,ARP3,I,I1311,D,10:25,,
2019,9,22,일,ARP1,ARP3,I,I1330,A,18:10,,
2019,9,22,일,ARP3,ARP1,I,I1330,D,17:00,,
2019,9,22,일,ARP6,ARP3,I,I1557,D,16:00,,
2019,9,22,일,ARP6,ARP3,I,I1584,A,11:55,,
2019,9,22,일,ARP3,ARP6,I,I1584,D,10:45,,
2019,9,22,일,ARP2,ARP3,J,J1009,A,17:50,,
2019,9,22,일,ARP3,ARP2,J,J1009,D,16:50,,
2019,9,22,일,ARP3,ARP1,J,J1210,A,9:40,,
2019,9,22,일,ARP1,ARP3,J,J1210,D,8:30,,
2019,9,22,일,ARP1,ARP3,J,J1243,A,17:20,,
2019,9,22,일,ARP3,ARP1,J,J1243,D,16:10,,
2019,9,22,일,ARP1,ARP3,A,A1906,A,9:30,,
2019,9,22,일,ARP3,ARP1,A,A1906,D,8:20,,
2019,9,22,일,ARP1,ARP3,A,A1956,A,17:05,,
2019,9,22,일,ARP3,ARP1,A,A1956,D,15:55,,
2019,9,22,일,ARP3,ARP1,A,A1981,A,19:35,,
2019,9,22,일,ARP1,ARP3,A,A1981,D,18:25,,
2019,9,22,일,ARP3,ARP1,B,B1011,A,8:05,,
2019,9,22,일,ARP1,ARP3,B,B1011,D,6:55,,
2019,9,22,일,ARP3,ARP2,B,B1107,A,8:35,,
2019,9,22,일,ARP2,ARP3,B,B1107,D,7:20,,
2019,9,22,일,ARP4,ARP3,B,B1206,A,21:00,,
2019,9,22,일,ARP3,ARP4,B,B1206,D,19:35,,
2019,9,22,일,ARP1,ARP3,F,F1208,A,11:00,,
2019,9,22,일,ARP3,ARP1,F,F1208,D,9:50,,
2019,9,22,일,ARP1,ARP3,F,F1222,A,18:45,,
2019,9,22,일,ARP3,ARP1,F,F1222,D,17:35,,
2019,9,22,일,ARP3,ARP13,F,F1301,A,11:50,,
2019,9,22,일,ARP13,ARP3,F,F1301,D,10:55,,
2019,9,22,일,ARP3,ARP1,H,H1103,A,8:10,,
2019,9,22,일,ARP1,ARP3,H,H1103,D,7:00,,
2019,9,22,일,ARP3,ARP1,H,H1119,A,14:45,,
2019,9,22,일,ARP1,ARP3,H,H1119,D,13:30,,
2019,9,22,일,ARP1,ARP3,H,H1140,A,8:50,,
2019,9,22,일,ARP3,ARP1,H,H1140,D,7:40,,
2019,9,22,일,ARP8,ARP3,H,H1602,A,9:10,,
2019,9,22,일,ARP3,ARP8,H,H1602,D,8:20,,
2019,9,22,일,ARP1,ARP3,I,I1312,A,14:45,,
2019,9,22,일,ARP3,ARP1,I,I1331,A,18:30,,
2019,9,22,일,ARP1,ARP3,I,I1331,D,17:20,,
2019,9,22,일,ARP6,ARP3,I,I1558,A,18:35,,
2019,9,22,일,ARP3,ARP6,I,I1558,D,17:25,,
2019,9,22,일,ARP3,ARP6,I,I1585,A,13:40,,
2019,9,22,일,ARP3,ARP2,J,J1010,A,14:50,,
2019,9,22,일,ARP2,ARP3,J,J1010,D,13:50,,
2019,9,22,일,ARP1,ARP3,J,J1211,A,10:20,,
2019,9,22,일,ARP3,ARP1,J,J1211,D,9:10,,
2019,9,22,일,ARP1,ARP3,J,J1225,A,14:00,,
2019,9,22,일,ARP3,ARP1,J,J1225,D,12:50,,
2019,9,22,일,ARP1,ARP3,J,J1263,A,21:40,,
2019,9,22,일,ARP3,ARP1,J,J1263,D,20:30,,
2019,9,22,일,ARP3,ARP6,A,A1231,A,8:00,,
2019,9,22,일,ARP6,ARP3,A,A1231,D,6:55,,
2019,9,22,일,ARP3,ARP1,A,A1931,A,11:25,,
2019,9,22,일,ARP1,ARP3,A,A1931,D,10:15,,
2019,9,22,일,ARP3,ARP1,B,B1013,A,8:30,,
2019,9,22,일,ARP1,ARP3,B,B1013,D,7:20,,
2019,9,22,일,ARP2,ARP3,B,B1136,A,9:40,,
2019,9,22,일,ARP3,ARP2,B,B1136,D,8:40,,
2019,9,22,일,ARP3,ARP4,B,B1207,A,18:55,,
2019,9,22,일,ARP4,ARP3,B,B1207,D,17:55,,
2019,9,22,일,ARP3,ARP1,F,F1209,A,11:00,,
2019,9,22,일,ARP1,ARP3,F,F1209,D,9:50,,
2019,9,22,일,ARP1,ARP3,H,H1104,A,10:55,,
2019,9,22,일,ARP3,ARP1,H,H1104,D,9:45,,
2019,9,22,일,ARP1,ARP3,H,H1120,A,17:35,,
2019,9,22,일,ARP3,ARP1,H,H1120,D,16:25,,
2019,9,22,일,ARP3,ARP1,H,H1141,A,10:35,,
2019,9,22,일,ARP1,ARP3,H,H1141,D,9:25,,
2019,9,22,일,ARP2,ARP3,H,H1504,A,11:45,,
2019,9,22,일,ARP3,ARP2,H,H1504,D,10:45,,
2019,9,22,일,ARP3,ARP8,H,H1605,A,19:20,,
2019,9,22,일,ARP8,ARP3,H,H1605,D,18:30,,
2019,9,22,일,ARP3,ARP1,I,I1312,D,13:35,,
2019,9,22,일,ARP1,ARP3,I,I1332,A,19:00,,
2019,9,22,일,ARP3,ARP1,I,I1332,D,17:45,,
2019,9,22,일,ARP3,ARP6,I,I1559,A,20:30,,
2019,9,22,일,ARP6,ARP3,I,I1559,D,19:20,,
2019,9,22,일,ARP6,ARP3,I,I1585,D,12:30,,
2019,9,22,일,ARP2,ARP3,J,J1011,A,18:40,,
2019,9,22,일,ARP3,ARP2,J,J1011,D,17:40,,
2019,9,22,일,ARP3,ARP1,J,J1212,A,10:10,,
2019,9,22,일,ARP1,ARP3,J,J1212,D,9:00,,
2019,9,22,일,ARP3,ARP1,J,J1226,A,13:30,,
2019,9,22,일,ARP1,ARP3,J,J1226,D,12:20,,
2019,9,22,일,ARP1,ARP3,J,J1245,A,17:50,,
2019,9,22,일,ARP3,ARP1,J,J1245,D,16:40,,
2019,9,22,일,ARP3,ARP1,J,J1264,A,21:10,,
2019,9,22,일,ARP1,ARP3,J,J1264,D,20:00,,
2019,9,22,일,ARP6,ARP3,A,A1232,A,12:25,,
2019,9,22,일,ARP3,ARP6,A,A1232,D,11:20,,
2019,9,22,일,ARP3,ARP1,A,A1911,A,7:50,,
2019,9,22,일,ARP1,ARP3,A,A1911,D,6:40,,
2019,9,22,일,ARP1,ARP3,A,A1932,A,14:20,,
2019,9,22,일,ARP3,ARP1,A,A1932,D,13:10,,
2019,9,22,일,ARP3,ARP1,A,A1957,A,15:30,,
2019,9,22,일,ARP1,ARP3,A,A1957,D,14:25,,
2019,9,22,일,ARP3,ARP1,A,A1983,A,19:55,,
2019,9,22,일,ARP1,ARP3,A,A1983,D,18:45,,
2019,9,22,일,ARP1,ARP3,B,B1014,A,22:30,,
2019,9,22,일,ARP3,ARP1,B,B1014,D,21:20,,
2019,9,22,일,ARP2,ARP3,B,B1108,A,14:30,,
2019,9,22,일,ARP3,ARP2,B,B1108,D,13:30,,
2019,9,22,일,ARP1,ARP3,F,F1210,A,12:45,,
2019,9,22,일,ARP3,ARP1,F,F1210,D,11:35,,
2019,9,22,일,ARP3,ARP1,F,F1223,A,17:05,,
2019,9,22,일,ARP1,ARP3,F,F1223,D,15:55,,
2019,9,22,일,ARP13,ARP3,F,F1302,A,10:25,,
2019,9,22,일,ARP3,ARP13,F,F1302,D,9:30,,
2019,9,22,일,ARP3,ARP1,H,H1105,A,8:50,,
2019,9,22,일,ARP1,ARP3,H,H1105,D,7:40,,
2019,9,22,일,ARP3,ARP1,H,H1121,A,15:50,,
2019,9,22,일,ARP1,ARP3,H,H1121,D,14:40,,
2019,9,22,일,ARP1,ARP3,H,H1142,A,12:25,,
2019,9,22,일,ARP3,ARP1,H,H1142,D,11:15,,
2019,9,22,일,ARP3,ARP2,H,H1505,A,10:10,,
2019,9,22,일,ARP2,ARP3,H,H1505,D,9:10,,
2019,9,22,일,ARP8,ARP3,H,H1606,A,17:40,,
2019,9,22,일,ARP3,ARP8,H,H1606,D,16:50,,
2019,9,22,일,ARP1,ARP3,I,I1314,A,13:00,,
2019,9,22,일,ARP3,ARP1,I,I1314,D,11:45,,
2019,9,22,일,ARP3,ARP1,I,I1333,A,20:00,,
2019,9,22,일,ARP6,ARP3,I,I1560,A,22:40,,
2019,9,22,일,ARP3,ARP6,I,I1560,D,21:30,,
2019,9,22,일,ARP6,ARP3,I,I1586,A,16:35,,
2019,9,22,일,ARP3,ARP6,I,I1586,D,15:25,,
2019,9,22,일,ARP3,ARP2,J,J1014,A,16:10,,
2019,9,22,일,ARP2,ARP3,J,J1014,D,15:10,,
2019,9,22,일,ARP1,ARP3,J,J1213,A,11:20,,
2019,9,22,일,ARP3,ARP1,J,J1213,D,10:10,,
2019,9,22,일,ARP3,ARP1,J,J1246,A,17:10,,
2019,9,22,일,ARP1,ARP3,J,J1246,D,16:00,,
2019,9,22,일,ARP1,ARP3,J,J1265,A,22:00,,
2019,9,22,일,ARP3,ARP1,J,J1265,D,20:50,,
2019,9,22,일,ARP3,ARP6,A,A1233,A,14:00,,
2019,9,22,일,ARP6,ARP3,A,A1233,D,12:55,,
2019,9,22,일,ARP1,ARP3,A,A1912,A,9:55,,
2019,9,22,일,ARP3,ARP1,A,A1912,D,8:45,,
2019,9,22,일,ARP3,ARP1,A,A1935,A,11:50,,
2019,9,22,일,ARP1,ARP3,A,A1935,D,10:40,,
2019,9,22,일,ARP3,ARP1,A,A1961,A,16:05,,
2019,9,22,일,ARP1,ARP3,A,A1961,D,14:55,,
2019,9,22,일,ARP3,ARP1,A,A1985,A,20:05,,
2019,9,22,일,ARP1,ARP3,A,A1985,D,18:55,,
2019,9,22,일,ARP3,ARP1,B,B1015,A,19:20,,
2019,9,22,일,ARP1,ARP3,B,B1015,D,18:10,,
2019,9,22,일,ARP3,ARP2,B,B1109,A,13:00,,
2019,9,22,일,ARP2,ARP3,B,B1109,D,12:00,,
2019,9,22,일,ARP2,ARP3,B,B1138,A,20:30,,
2019,9,22,일,ARP3,ARP2,B,B1138,D,19:35,,
2019,9,22,일,ARP5,ARP3,B,B1300,A,11:40,,
2019,9,22,일,ARP3,ARP5,B,B1300,D,10:40,,
2019,9,22,일,ARP3,ARP1,F,F1211,A,12:05,,
2019,9,22,일,ARP1,ARP3,F,F1211,D,10:55,,
2019,9,22,일,ARP1,ARP3,F,F1224,A,19:10,,
2019,9,22,일,ARP3,ARP1,F,F1224,D,18:05,,
2019,9,22,일,ARP3,ARP13,F,F1303,A,18:45,,
2019,9,22,일,ARP13,ARP3,F,F1303,D,17:55,,
2019,9,22,일,ARP1,ARP3,H,H1106,A,11:45,,
2019,9,22,일,ARP3,ARP1,H,H1106,D,10:35,,
2019,9,22,일,ARP1,ARP3,H,H1122,A,18:30,,
2019,9,22,일,ARP3,ARP1,H,H1122,D,17:20,,
2019,9,22,일,ARP3,ARP1,H,H1143,A,14:25,,
2019,9,22,일,ARP1,ARP3,H,H1143,D,13:15,,
2019,9,22,일,ARP2,ARP3,H,H1506,A,14:00,,
2019,9,22,일,ARP3,ARP2,H,H1506,D,12:55,,
2019,9,22,일,ARP3,ARP4,H,H1701,A,10:05,,
2019,9,22,일,ARP4,ARP3,H,H1701,D,8:50,,
2019,9,22,일,ARP1,ARP3,I,I1316,A,13:45,,
2019,9,22,일,ARP3,ARP1,I,I1316,D,12:30,,
2019,9,22,일,ARP1,ARP3,I,I1333,D,18:45,,
2019,9,22,일,ARP3,ARP2,I,I1561,A,8:35,,
2019,9,22,일,ARP2,ARP3,I,I1561,D,7:35,,
2019,9,22,일,ARP3,ARP6,I,I1587,A,18:25,,
2019,9,22,일,ARP6,ARP3,I,I1587,D,17:15,,
2019,9,22,일,ARP2,ARP3,J,J1015,A,21:00,,
2019,9,22,일,ARP3,ARP2,J,J1015,D,20:00,,
2019,9,22,일,ARP3,ARP1,J,J1228,A,13:40,,
2019,9,22,일,ARP1,ARP3,J,J1228,D,12:30,,
2019,9,22,일,ARP1,ARP3,J,J1229,A,14:35,,
2019,9,22,일,ARP3,ARP1,J,J1229,D,13:25,,
2019,9,22,일,ARP1,ARP3,J,J1247,A,18:10,,
2019,9,22,일,ARP3,ARP1,J,J1247,D,17:00,,
2019,9,22,일,ARP3,ARP1,J,J1266,A,21:40,,
2019,9,22,일,ARP1,ARP3,J,J1266,D,20:30,,
2019,9,22,일,ARP6,ARP3,A,A1234,A,16:15,,
2019,9,22,일,ARP3,ARP1,A,A1913,A,8:35,,
2019,9,22,일,ARP1,ARP3,A,A1913,D,7:25,,
2019,9,22,일,ARP1,ARP3,A,A1936,A,15:00,,
2019,9,22,일,ARP3,ARP1,A,A1936,D,13:50,,
2019,9,22,일,ARP1,ARP3,A,A1962,A,17:35,,
2019,9,22,일,ARP3,ARP1,A,A1962,D,16:25,,
2019,9,22,일,ARP2,ARP3,B,B1110,A,16:00,,
2019,9,22,일,ARP3,ARP2,B,B1139,A,18:55,,
2019,9,22,일,ARP2,ARP3,B,B1139,D,17:55,,
2019,9,22,일,ARP3,ARP5,B,B1301,A,9:55,,
2019,9,22,일,ARP5,ARP3,B,B1301,D,8:50,,
2019,9,22,일,ARP1,ARP3,F,F1212,A,13:55,,
2019,9,22,일,ARP3,ARP1,F,F1212,D,12:45,,
2019,9,22,일,ARP3,ARP1,F,F1225,A,17:45,,
2019,9,22,일,ARP1,ARP3,F,F1225,D,16:35,,
2019,9,22,일,ARP13,ARP3,F,F1304,A,17:15,,
2019,9,22,일,ARP3,ARP13,F,F1304,D,16:25,,
2019,9,22,일,ARP3,ARP1,H,H1123,A,16:55,,
2019,9,22,일,ARP1,ARP3,H,H1123,D,15:45,,
2019,9,22,일,ARP1,ARP3,H,H1144,A,16:10,,
2019,9,22,일,ARP3,ARP1,H,H1144,D,15:00,,
2019,9,22,일,ARP2,ARP3,H,H1508,A,15:00,,
2019,9,22,일,ARP3,ARP2,H,H1508,D,14:05,,
2019,9,22,일,ARP3,ARP1,I,I1317,A,16:30,,
2019,9,22,일,ARP1,ARP3,I,I1317,D,15:20,,
2019,9,22,일,ARP3,ARP1,I,I1335,A,20:15,,
2019,9,22,일,ARP1,ARP3,I,I1335,D,19:05,,
2019,9,22,일,ARP2,ARP3,I,I1562,A,11:30,,
2019,9,22,일,ARP8,ARP3,I,I1592,A,10:20,,
2019,9,22,일,ARP3,ARP8,I,I1592,D,9:30,,
2019,9,22,일,ARP3,ARP1,J,J1214,A,10:30,,
2019,9,22,일,ARP1,ARP3,J,J1214,D,9:20,,
